image_name,relative_path,width,height,format,mode,bytes,sha256,difference_hash
img_0107.jpg,traffic512final/img_0107.jpg,512,512,JPEG,RGB,29355,cf3dca3b20d80c6a93cbbc5aac4877efc388624aa40c5ec41cad3bed33e920eb,cccccc4d4d4d4d4d
img_0108.jpg,traffic512final/img_0108.jpg,512,512,JPEG,RGB,47281,e7dffe1cf90cd6595d12325ad7685b1b98c2b1946cf6eb170df016423d5c1f3e,063939d9c4389830
img_0109.jpg,traffic512final/img_0109.jpg,512,512,JPEG,RGB,58368,2f8088ae5a540eeedf01a513c448d91372b6d956d9ff874ef8058d7767aafe78,0f19594c79e48613
img_0110.jpg,traffic512final/img_0110.jpg,512,512,JPEG,RGB,73941,b2122d721efa178cf2449bdfe379e11e4f4c1324e88f17b915a6004b322ba0df,93694ccc69c92107
img_0111.jpg,traffic512final/img_0111.jpg,512,512,JPEG,RGB,88649,34fb64ad56b60b2875986750ba1c8316bc378cfc5b254071651eb1d856cab3ce,25028a0d53385231
img_0112.jpg,traffic512final/img_0112.jpg,512,512,JPEG,RGB,55171,5e4a7cb8958168baf719670db41ce519d25a163b8e341956292a3003bfec8281,dfdf97b3647474e4
img_0113.jpg,traffic512final/img_0113.jpg,512,512,JPEG,RGB,66787,291be74ba66bdaf8db514e6b1df17dbe3f155b96df5e920790349425a2b6afd5,9899b1cf6b6f4ec6
img_0114.jpg,traffic512final/img_0114.jpg,512,512,JPEG,RGB,42904,514e3c8c52305e7937266d70c75fb7fdd05c6dfaf01b9a77c34df66a94cca673,24cd3917cd1952cc
img_0115.jpg,traffic512final/img_0115.jpg,512,512,JPEG,RGB,40464,ad423d4e7a232f5e171fcdb6fd11187f0d272259fda3cbc4c91b91cb4916115e,0f31704c98010307
img_0116.jpg,traffic512final/img_0116.jpg,512,512,JPEG,RGB,44372,ffb79287ba274fd88fa4ae49742585d421f96356bcd5097872ed09166fb78032,20e3d3504c10302d
img_0117.jpg,traffic512final/img_0117.jpg,512,512,JPEG,RGB,37754,97029bc55727c34bc4d968a28a15a13cacc8355c05c32b50bf8c9eef2ed50f6c,0738b3c64c68c002
img_0118.jpg,traffic512final/img_0118.jpg,512,512,JPEG,RGB,44410,09fc8ff16bd38eb29539eee6ba5b8919d004ef7d629e83becca2cf9e2dd6f8c3,e81373e4843070d0
img_0119.jpg,traffic512final/img_0119.jpg,512,512,JPEG,RGB,75653,c3cf0157a8e9a5dd5af8448cf168674ce26ab347622e56bf1d661042439f2380,e1610063c3c6e440
img_0120.jpg,traffic512final/img_0120.jpg,512,512,JPEG,RGB,61760,e5c0a15b98dff00a27dcc82418ae34432911fbedbb34c7bcf3c6ce948a3d8423,63b769c3050c1e5c
