mapillary_image_id,map_feature_id,all_linked_map_feature_ids,exact_mapillary_taxonomy_label,project_class,sequence_id,capture_timestamp_utc,captured_at_epoch_ms,contributor_id,contributor_name,latitude,longitude,geographic_evidence_india,city_search_area,source_reference,api_retrieval_timestamp_utc,taxonomy_mapping_confidence,independence_group_id,review_status,approved_photograph,discovery_source,search_box_id,search_type,r07_independence_group_id
1020321605375740,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,ch52hegpjzj6pcekys95no,2021-02-10T03:18:29+00:00,1612927109324,101743165404889,pradeepbv,12.9704648,77.6050799,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1020321605375740,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1092070914618486,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,a9pt8oxognj1lq2wibq3kg,2020-02-23T03:18:46+00:00,1582427926687,109910087910218,jayp,12.9703826,77.6050934,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1092070914618486,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1108846602935898,922865035176255,922865035176255,regulatory--no-left-turn--g2,no_left_turn,i64k97df2hnxaqdee6uush,2021-01-06T02:46:00+00:00,1609901160881,101743165404889,pradeepbv,12.9866491,77.5911709,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1108846602935898,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00011,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_023,non_overlapping_major_city_ring,
1109175796243238,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,a9pt8oxognj1lq2wibq3kg,2020-02-23T03:18:51+00:00,1582427931646,109910087910218,jayp,12.9704772,77.6050454,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1109175796243238,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1154762481693925,806821263333316,806821263333316,regulatory--no-left-turn--g2,no_left_turn,xYUgFLOmHp5ozthGiRKC6j,2021-08-03T03:19:43+00:00,1627960783778,138886808313564,muruligowda,12.9743775,77.6077257,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1154762481693925,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00050,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1176267326167191,5497045990337630,5497045990337630,regulatory--no-left-turn--g2,no_left_turn,txkh1nrfypy0961xas7ofa,2021-01-08T03:07:43+00:00,1610075263009,101743165404889,pradeepbv,12.9707956,77.6045445,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1176267326167191,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00043,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1191289044645232,550066459716261,550066459716261,regulatory--no-left-turn--g2,no_left_turn,pAC8TLte_Q7TCzinUS7g6w,2016-04-28T06:33:33+00:00,1461825213639,109606001268498,srividya,12.9743907,77.5753486,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1191289044645232,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00044,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_020,non_overlapping_major_city_ring,
1206652373229189,1678484082539159,1678484082539159,regulatory--no-left-turn--g2,no_left_turn,mil7xUJesud3AWybVvGoX1,2022-08-29T12:09:28+00:00,1661774968169,109037777999283,olily,12.9539833,77.5910638,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1206652373229189,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_018,non_overlapping_major_city_ring,
1274391294499041,2056217061838679,2056217061838679,regulatory--no-left-turn--g2,no_left_turn,doXFjK0Shsn1tHWPvOaIM2,2026-01-19T05:57:22+00:00,1768802242025,1390940191591088,Absawant,18.5073023,73.8537229,"Non-overlapping outer urban tile around Pune, India; excludes the r07 centre box",Pune outer tile,https://www.mapillary.com/app/?pKey=1274391294499041,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_050,non_overlapping_major_city_ring,
134224235413504,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,qaxdkpmhfpui83slyu4c6q,2021-01-08T03:15:09+00:00,1610075709008,101743165404889,pradeepbv,12.9705795,77.6049920,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=134224235413504,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1372363850768134,2056217061838679,2056217061838679,regulatory--no-left-turn--g2,no_left_turn,doXFjK0Shsn1tHWPvOaIM2,2026-01-19T05:57:25+00:00,1768802245030,1390940191591088,Absawant,18.5075230,73.8537257,"Non-overlapping outer urban tile around Pune, India; excludes the r07 centre box",Pune outer tile,https://www.mapillary.com/app/?pKey=1372363850768134,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_050,non_overlapping_major_city_ring,
137596028398009,5497045990337630,5497045990337630,regulatory--no-left-turn--g2,no_left_turn,y3lytz9wvfkp438mpkugzx,2021-01-06T02:55:21+00:00,1609901721801,101743165404889,pradeepbv,12.9707155,77.6043148,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=137596028398009,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00043,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1410241999323439,499018107959474,499018107959474,regulatory--no-left-turn--g1,no_left_turn,SO0ZDIFZIW7TOzTvk4d39A,2017-11-19T06:35:48+00:00,1511073348644,107887898114051,aditisarwate,18.5188354,73.8600204,"Map feature coordinate returned inside curated Pune, India search box",Pune,https://www.mapillary.com/app/?pKey=1410241999323439,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00041,metadata_only_not_reviewed,no,r07,r07_city_centre,r07_city_centre,mapillary_india_group_00013
1412111865832689,491103788900157,491103788900157;491865632157306,regulatory--no-left-turn--g2,no_left_turn,8fgD0NWLQY62CnBcPf6UiQ,2018-09-24T07:19:39+00:00,1537773579120,109909584575154,prtksxna,15.4972318,73.8323486,"Curated interior coordinate centred on Panaji, India",Panaji,https://www.mapillary.com/app/?pKey=1412111865832689,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00039,metadata_only_not_reviewed,no,expanded_20260901,additional_city_061,additional_city_or_town,
1425254547810878,1678484082539159,1678484082539159,regulatory--no-left-turn--g2,no_left_turn,nFaPdZQ_9ggWLGfDoYlNWQ,2018-01-23T16:27:10+00:00,1516724830000,101235428790074,venkanna37,12.9539931,77.5910864,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1425254547810878,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_018,non_overlapping_major_city_ring,
1437519573284002,832190607406523,832190607406523,regulatory--no-left-turn--g2,no_left_turn,pfw46nzk51m0gonja5k1zp,2019-10-08T07:36:24+00:00,1570520184696,109910087910218,jayp,12.9743024,77.6112996,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1437519573284002,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1437748266577509,1383642135341383,1383642135341383,regulatory--no-left-turn--g2,no_left_turn,w3bp4nFQUetEP4HIOtceiA,2018-01-24T09:19:51+00:00,1516785591000,104012591840371,ranjithjoy,12.9749297,77.6085964,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1437748266577509,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1441914436223469,395035038634629,395035038634629,regulatory--no-left-turn--g1,no_left_turn,h3OW90tlPkYjmfIbQVJTGB,2021-08-03T02:37:08+00:00,1627958228275,107354604835874,ibigroupgoa,12.9867314,77.5952059,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1441914436223469,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00030,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_023,non_overlapping_major_city_ring,
1442379296117219,5497045990337630,5497045990337630,regulatory--no-left-turn--g2,no_left_turn,q3qu0bd18g0somctzuue7t,2021-01-19T06:27:58+00:00,1611037678079,101743165404889,pradeepbv,12.9707700,77.6045301,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1442379296117219,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00043,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1442405566100745,1678484082539159,1678484082539159,regulatory--no-left-turn--g2,no_left_turn,_3I_0tvJhM7lB7DOKfGxdA,2018-02-04T04:07:02+00:00,1517717222095,109833741245768,richlv,12.9537510,77.5912449,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1442405566100745,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_018,non_overlapping_major_city_ring,
1442697389406915,832190607406523,832190607406523,regulatory--no-left-turn--g2,no_left_turn,UgDdD_DIt5OOqMdPj0yzIw,2017-09-28T09:04:05+00:00,1506589445134,107202001513219,planemad,12.9740733,77.6110594,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1442697389406915,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1450000702023214,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,qaxdkpmhfpui83slyu4c6q,2021-01-08T03:15:06+00:00,1610075706912,101743165404889,pradeepbv,12.9704973,77.6050306,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1450000702023214,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1453203125025815,309588187317586,309588187317586,regulatory--no-left-turn--g2,no_left_turn,OdQ63PFoy8hSUE2I0G2mug,2017-10-29T07:57:06+00:00,1509263826481,108469318050957,yogi,12.9548362,77.5800010,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1453203125025815,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00026,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_017,non_overlapping_major_city_ring,
1454115821591827,146715147422922,146715147422922,regulatory--no-left-turn--g2,no_left_turn,i64k97df2hnxaqdee6uush,2021-01-06T02:46:06+00:00,1609901166712,101743165404889,pradeepbv,12.9865020,77.5915045,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1454115821591827,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00011,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_023,non_overlapping_major_city_ring,
1454958011514324,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,pwqw9fx44b6noshu359eyi,2021-02-10T09:18:21+00:00,1612948701851,101743165404889,pradeepbv,12.9705922,77.6049247,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1454958011514324,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
145859010888840,5497045990337630,5497045990337630,regulatory--no-left-turn--g2,no_left_turn,y3lytz9wvfkp438mpkugzx,2021-01-06T02:55:19+00:00,1609901719709,101743165404889,pradeepbv,12.9706664,77.6042079,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=145859010888840,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00043,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
148821053869070,1064859994007298,1064859994007298,regulatory--no-left-turn--g1,no_left_turn,IxX3LSpSCAysokbuZMYp_A,2017-12-29T04:59:25+00:00,1514523565904,108127371422794,indusanthosh,10.5236300,76.2097538,"Curated interior coordinate centred on Thrissur, India",Thrissur,https://www.mapillary.com/app/?pKey=148821053869070,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00001,metadata_only_not_reviewed,no,expanded_20260901,additional_city_063,additional_city_or_town,
149760337277273,1383642135341383,1383642135341383,regulatory--no-left-turn--g2,no_left_turn,wjoUBHtAzqGCeWF82TdKng,2021-08-03T03:06:47+00:00,1627960007690,107354604835874,ibigroupgoa,12.9748665,77.6086709,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=149760337277273,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1515767605452392,1383642135341383,1383642135341383,regulatory--no-left-turn--g2,no_left_turn,wjoUBHtAzqGCeWF82TdKng,2021-08-03T03:06:46+00:00,1627960006975,107354604835874,ibigroupgoa,12.9748438,77.6087615,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1515767605452392,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
152647416870588,5497045990337630,5497045990337630,regulatory--no-left-turn--g2,no_left_turn,eom7w3f68b0llws7m7gdv2,2021-01-11T03:14:37+00:00,1610334877972,101743165404889,pradeepbv,12.9706961,77.6043359,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=152647416870588,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00043,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
152673973458502,475628470339776,475628470339776,regulatory--no-left-turn--g2,no_left_turn,8EBl674rvo7cbCMfJIhKwg,2017-01-23T04:40:58+00:00,1485146458057,108469318050957,yogi,12.9705461,77.6098227,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=152673973458502,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00034,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
152907964047871,1678484082539159,1678484082539159,regulatory--no-left-turn--g2,no_left_turn,mil7xUJesud3AWybVvGoX1,2022-08-29T12:09:29+00:00,1661774969121,109037777999283,olily,12.9539625,77.5911331,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=152907964047871,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_018,non_overlapping_major_city_ring,
154740486610158,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,mbehi1l7xuxryzaflpczz5,2021-01-19T08:44:12+00:00,1611045852031,101743165404889,pradeepbv,12.9703246,77.6051185,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=154740486610158,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
154786146612907,1508384892703449,1508384892703449,regulatory--no-left-turn--g2,no_left_turn,pfw46nzk51m0gonja5k1zp,2019-10-08T07:24:00+00:00,1570519440906,109910087910218,jayp,12.9833625,77.5952975,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=154786146612907,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00013,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_023,non_overlapping_major_city_ring,
156465226433771,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,ukdjdp9u2px2nhu1v24rgh,2021-01-06T10:03:51+00:00,1609927431195,101743165404889,pradeepbv,12.9705414,77.6050566,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=156465226433771,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1588326584692791,1678484082539159,1678484082539159,regulatory--no-left-turn--g2,no_left_turn,_3I_0tvJhM7lB7DOKfGxdA,2018-02-04T04:06:56+00:00,1517717216100,109833741245768,richlv,12.9536882,77.5912273,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1588326584692791,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_018,non_overlapping_major_city_ring,
159139460052642,1678484082539159,1678484082539159,regulatory--no-left-turn--g2,no_left_turn,mil7xUJesud3AWybVvGoX1,2022-08-29T12:09:26+00:00,1661774966097,109037777999283,olily,12.9540318,77.5908962,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=159139460052642,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_018,non_overlapping_major_city_ring,
1595197807350159,3042103269344975,3042103269344975,regulatory--no-left-turn--g2,no_left_turn,mbehi1l7xuxryzaflpczz5,2021-01-19T08:44:11+00:00,1611045851120,101743165404889,pradeepbv,12.9702816,77.6051441,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1595197807350159,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00024,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_021,non_overlapping_major_city_ring,
1640507566996065,1419110073233719,1419110073233719,regulatory--no-left-turn--g2,no_left_turn,9S8hvLpg4m1X2aFjIBy7WY,2026-05-02T04:48:03+00:00,1777697283671,106724622478113,WPStan,19.0587634,72.8634424,"Non-overlapping outer urban tile around Mumbai, India; excludes the r07 centre box",Mumbai outer tile,https://www.mapillary.com/app/?pKey=1640507566996065,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no,expanded_20260901,major_city_ring_009,non_overlapping_major_city_ring,
