mapillary_image_id,map_feature_id,all_linked_map_feature_ids,exact_mapillary_taxonomy_label,project_class,sequence_id,capture_timestamp_utc,captured_at_epoch_ms,contributor_id,contributor_name,latitude,longitude,geographic_evidence_india,city_search_area,source_reference,api_retrieval_timestamp_utc,taxonomy_mapping_confidence,independence_group_id,review_status,approved_photograph,acquisition_order,acquisition_status,pixel_download_authorized,selection_basis,attribution_title,attribution_contributor,attribution_source_url,attribution_licence,attribution_text_template,terms_status
1278839726917718,687535060552238,687535060552238,regulatory--no-parking--g2,no_parking,9tov1SdYxN2qeOhR3GVgpW,2025-05-14T13:30:04+00:00,1747229404928,1896223797439654,ph4ni,17.6854681,83.2138590,"Map feature coordinate returned inside curated Visakhapatnam, India search box",Visakhapatnam,https://www.mapillary.com/app/?pKey=1278839726917718,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00016,metadata_only_not_reviewed,no,11,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1278839726917718,ph4ni,https://www.mapillary.com/app/?pKey=1278839726917718,CC BY-SA (version to verify at download time),Mapillary image 1278839726917718 by ph4ni; source https://www.mapillary.com/app/?pKey=1278839726917718; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
900357900535155,795298244427724,795298244427724,regulatory--no-parking--g2,no_parking,KqZGAkhgr0xLAa1blXLGvw,2016-01-17T15:18:18+00:00,1453043898841,105307731704424,omnibus,12.9745879,77.5964555,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=900357900535155,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no,12,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 900357900535155,omnibus,https://www.mapillary.com/app/?pKey=900357900535155,CC BY-SA (version to verify at download time),Mapillary image 900357900535155 by omnibus; source https://www.mapillary.com/app/?pKey=900357900535155; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1723173049055715,873888692372283,873888692372283,regulatory--no-parking--g2,no_parking,sCFf0eah4yM835tDPcbNij,2026-04-01T04:19:48+00:00,1775017188004,1226028326356068,jegadeeshcumta,13.0812386,80.2730320,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1723173049055715,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00019,metadata_only_not_reviewed,no,13,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1723173049055715,jegadeeshcumta,https://www.mapillary.com/app/?pKey=1723173049055715,CC BY-SA (version to verify at download time),Mapillary image 1723173049055715 by jegadeeshcumta; source https://www.mapillary.com/app/?pKey=1723173049055715; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1186804305619199,1122544335603732,1122544335603732,regulatory--no-parking--g2,no_parking,JPw0BsGM4Hlqt23nb6gAUp,2024-02-29T03:36:38+00:00,1709177798590,1350542048985301,Rishav12345,20.2963718,85.8245864,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=1186804305619199,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00001,metadata_only_not_reviewed,no,14,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1186804305619199,Rishav12345,https://www.mapillary.com/app/?pKey=1186804305619199,CC BY-SA (version to verify at download time),Mapillary image 1186804305619199 by Rishav12345; source https://www.mapillary.com/app/?pKey=1186804305619199; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1636474094458476,1189171786712922,1189171786712922,regulatory--no-parking--g2,no_parking,5Jdjy9AWuoLENPaKXVFt4c,2026-01-31T11:07:16+00:00,1769857636824,721823490787050,Hakimuj,26.1396900,91.7405933,"Map feature coordinate returned inside curated Guwahati, India search box",Guwahati,https://www.mapillary.com/app/?pKey=1636474094458476,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no,15,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1636474094458476,Hakimuj,https://www.mapillary.com/app/?pKey=1636474094458476,CC BY-SA (version to verify at download time),Mapillary image 1636474094458476 by Hakimuj; source https://www.mapillary.com/app/?pKey=1636474094458476; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
764310397780771,1202713840193546,1202713840193546,regulatory--no-parking--g2,no_parking,64e885fc-c94f-4686-9c90-fd6f34d0ad43,2018-05-27T11:13:41+00:00,1527419621055,109171661316235,abidandroid286,23.0225015,72.5721831,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=764310397780771,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00003,metadata_only_not_reviewed,no,16,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 764310397780771,abidandroid286,https://www.mapillary.com/app/?pKey=764310397780771,CC BY-SA (version to verify at download time),Mapillary image 764310397780771 by abidandroid286; source https://www.mapillary.com/app/?pKey=764310397780771; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
296788669500933,224382813898307,224382813898307,regulatory--no-parking--g1,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:24+00:00,1690082304019,106388704931827,wireman,12.9750575,77.5903955,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=296788669500933,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no,17,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 296788669500933,wireman,https://www.mapillary.com/app/?pKey=296788669500933,CC BY-SA (version to verify at download time),Mapillary image 296788669500933 by wireman; source https://www.mapillary.com/app/?pKey=296788669500933; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1957215141808781,25687158680969473,25687158680969473,regulatory--no-parking--g2,no_parking,mY4LqoQGr9OspeXZgauc0y,2026-01-20T08:01:14+00:00,1768896074043,1390940191591088,Absawant,20.0020203,73.7859454,"Map feature coordinate returned inside curated Nashik, India search box",Nashik,https://www.mapillary.com/app/?pKey=1957215141808781,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no,18,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1957215141808781,Absawant,https://www.mapillary.com/app/?pKey=1957215141808781,CC BY-SA (version to verify at download time),Mapillary image 1957215141808781 by Absawant; source https://www.mapillary.com/app/?pKey=1957215141808781; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1617550282384483,3386281431682337,3386281431682337,regulatory--no-parking--g2,no_parking,pLQdcHBve2Z8Sb9hYrCw1V,2023-07-22T07:43:54+00:00,1690011834141,106388704931827,wireman,12.9745744,77.5911557,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=1617550282384483,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no,19,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1617550282384483,wireman,https://www.mapillary.com/app/?pKey=1617550282384483,CC BY-SA (version to verify at download time),Mapillary image 1617550282384483 by wireman; source https://www.mapillary.com/app/?pKey=1617550282384483; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
377082898591947,347029754990979,347029754990979,regulatory--no-parking--g2,no_parking,JPw0BsGM4Hlqt23nb6gAUp,2024-02-29T03:35:57+00:00,1709177757200,1350542048985301,Rishav12345,20.2969349,85.8242893,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=377082898591947,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00009,metadata_only_not_reviewed,no,20,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 377082898591947,Rishav12345,https://www.mapillary.com/app/?pKey=377082898591947,CC BY-SA (version to verify at download time),Mapillary image 377082898591947 by Rishav12345; source https://www.mapillary.com/app/?pKey=377082898591947; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
878279183727172,3931177493869798,3931177493869798,regulatory--no-parking--g2,no_parking,bXKuvW5Of2jLDEgTl0ncHq,2024-09-04T10:06:53+00:00,1725444413918,3569931696486659,skysign,23.0228834,72.5712120,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=878279183727172,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00010,metadata_only_not_reviewed,no,21,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 878279183727172,skysign,https://www.mapillary.com/app/?pKey=878279183727172,CC BY-SA (version to verify at download time),Mapillary image 878279183727172 by skysign; source https://www.mapillary.com/app/?pKey=878279183727172; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1180662016479632,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:50:51+00:00,1725443451406,3569931696486659,skysign,23.0232152,72.5714769,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=1180662016479632,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,22,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1180662016479632,skysign,https://www.mapillary.com/app/?pKey=1180662016479632,CC BY-SA (version to verify at download time),Mapillary image 1180662016479632 by skysign; source https://www.mapillary.com/app/?pKey=1180662016479632; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
211927487871405,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:04:55+00:00,1674014695460,104307228477491,livableurbanism,11.2608773,75.7854882,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=211927487871405,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no,23,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 211927487871405,livableurbanism,https://www.mapillary.com/app/?pKey=211927487871405,CC BY-SA (version to verify at download time),Mapillary image 211927487871405 by livableurbanism; source https://www.mapillary.com/app/?pKey=211927487871405; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1406742723804996,687535060552238,687535060552238,regulatory--no-parking--g2,no_parking,9tov1SdYxN2qeOhR3GVgpW,2025-05-14T13:30:06+00:00,1747229406933,1896223797439654,ph4ni,17.6854717,83.2138271,"Map feature coordinate returned inside curated Visakhapatnam, India search box",Visakhapatnam,https://www.mapillary.com/app/?pKey=1406742723804996,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00016,metadata_only_not_reviewed,no,24,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1406742723804996,ph4ni,https://www.mapillary.com/app/?pKey=1406742723804996,CC BY-SA (version to verify at download time),Mapillary image 1406742723804996 by ph4ni; source https://www.mapillary.com/app/?pKey=1406742723804996; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
809658039984348,806573556656764,806573556656764,regulatory--no-parking--g2,no_parking,OgskU0UmggfXLGL-BgDEMQ,2016-01-17T15:23:49+00:00,1453044229169,105307731704424,omnibus,12.9748357,77.5963779,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=809658039984348,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no,25,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 809658039984348,omnibus,https://www.mapillary.com/app/?pKey=809658039984348,CC BY-SA (version to verify at download time),Mapillary image 809658039984348 by omnibus; source https://www.mapillary.com/app/?pKey=809658039984348; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1593492325279938,873888692372283,873888692372283,regulatory--no-parking--g2,no_parking,sCFf0eah4yM835tDPcbNij,2026-04-01T04:19:49+00:00,1775017189004,1226028326356068,jegadeeshcumta,13.0812275,80.2729950,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1593492325279938,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00019,metadata_only_not_reviewed,no,26,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1593492325279938,jegadeeshcumta,https://www.mapillary.com/app/?pKey=1593492325279938,CC BY-SA (version to verify at download time),Mapillary image 1593492325279938 by jegadeeshcumta; source https://www.mapillary.com/app/?pKey=1593492325279938; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1636379740227958,1122544335603732,1122544335603732,regulatory--no-parking--g2,no_parking,slE9OxDQCe50Wawdzp2JnL,2024-02-29T03:35:47+00:00,1709177747828,420062863854312,asmiganar,20.2961836,85.8245849,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=1636379740227958,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00001,metadata_only_not_reviewed,no,27,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1636379740227958,asmiganar,https://www.mapillary.com/app/?pKey=1636379740227958,CC BY-SA (version to verify at download time),Mapillary image 1636379740227958 by asmiganar; source https://www.mapillary.com/app/?pKey=1636379740227958; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1450026503370639,1189171786712922,1189171786712922,regulatory--no-parking--g2,no_parking,5Jdjy9AWuoLENPaKXVFt4c,2026-01-31T11:07:17+00:00,1769857637793,721823490787050,Hakimuj,26.1397300,91.7406200,"Map feature coordinate returned inside curated Guwahati, India search box",Guwahati,https://www.mapillary.com/app/?pKey=1450026503370639,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no,28,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1450026503370639,Hakimuj,https://www.mapillary.com/app/?pKey=1450026503370639,CC BY-SA (version to verify at download time),Mapillary image 1450026503370639 by Hakimuj; source https://www.mapillary.com/app/?pKey=1450026503370639; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
614255394129578,224382813898307,224382813898307,regulatory--no-parking--g1,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:26+00:00,1690082306352,106388704931827,wireman,12.9750841,77.5903749,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=614255394129578,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no,29,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 614255394129578,wireman,https://www.mapillary.com/app/?pKey=614255394129578,CC BY-SA (version to verify at download time),Mapillary image 614255394129578 by wireman; source https://www.mapillary.com/app/?pKey=614255394129578; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1611861989843144,25687158680969473,25687158680969473,regulatory--no-parking--g2,no_parking,mY4LqoQGr9OspeXZgauc0y,2026-01-20T08:01:15+00:00,1768896075032,1390940191591088,Absawant,20.0020699,73.7859714,"Map feature coordinate returned inside curated Nashik, India search box",Nashik,https://www.mapillary.com/app/?pKey=1611861989843144,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no,30,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1611861989843144,Absawant,https://www.mapillary.com/app/?pKey=1611861989843144,CC BY-SA (version to verify at download time),Mapillary image 1611861989843144 by Absawant; source https://www.mapillary.com/app/?pKey=1611861989843144; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
2036770483339224,3386281431682337,3386281431682337,regulatory--no-parking--g2,no_parking,pLQdcHBve2Z8Sb9hYrCw1V,2023-07-22T07:43:56+00:00,1690011836169,106388704931827,wireman,12.9745970,77.5911321,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=2036770483339224,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no,31,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 2036770483339224,wireman,https://www.mapillary.com/app/?pKey=2036770483339224,CC BY-SA (version to verify at download time),Mapillary image 2036770483339224 by wireman; source https://www.mapillary.com/app/?pKey=2036770483339224; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1701146890706246,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:50:53+00:00,1725443453408,3569931696486659,skysign,23.0231828,72.5714809,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=1701146890706246,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no,32,proposed_metadata_only,no,"All frozen r07 candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1701146890706246,skysign,https://www.mapillary.com/app/?pKey=1701146890706246,CC BY-SA (version to verify at download time),Mapillary image 1701146890706246 by skysign; source https://www.mapillary.com/app/?pKey=1701146890706246; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
