mapillary_image_id,map_feature_id,all_linked_map_feature_ids,exact_mapillary_taxonomy_label,project_class,sequence_id,capture_timestamp_utc,captured_at_epoch_ms,contributor_id,contributor_name,latitude,longitude,geographic_evidence_india,city_search_area,source_reference,api_retrieval_timestamp_utc,taxonomy_mapping_confidence,independence_group_id,review_status,approved_photograph
1180662016479632,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:50:51+00:00,1725443451406,3569931696486659,skysign,23.0232152,72.5714769,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=1180662016479632,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no
1186804305619199,1122544335603732,1122544335603732,regulatory--no-parking--g2,no_parking,JPw0BsGM4Hlqt23nb6gAUp,2024-02-29T03:36:38+00:00,1709177798590,1350542048985301,Rishav12345,20.2963718,85.8245864,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=1186804305619199,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00001,metadata_only_not_reviewed,no
1201237227666548,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:51:46+00:00,1725443506395,3569931696486659,skysign,23.0231566,72.5715145,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=1201237227666548,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no
1243464229939813,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:05:01+00:00,1674014701747,104307228477491,livableurbanism,11.2609228,75.7854568,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=1243464229939813,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no
1278839726917718,687535060552238,687535060552238,regulatory--no-parking--g2,no_parking,9tov1SdYxN2qeOhR3GVgpW,2025-05-14T13:30:04+00:00,1747229404928,1896223797439654,ph4ni,17.6854681,83.2138590,"Map feature coordinate returned inside curated Visakhapatnam, India search box",Visakhapatnam,https://www.mapillary.com/app/?pKey=1278839726917718,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00016,metadata_only_not_reviewed,no
1322004266695308,873888692372283,873888692372283,regulatory--no-parking--g2,no_parking,sCFf0eah4yM835tDPcbNij,2026-04-01T04:19:53+00:00,1775017193097,1226028326356068,jegadeeshcumta,13.0811983,80.2728903,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1322004266695308,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00019,metadata_only_not_reviewed,no
1392177119306734,1189171786712922,1189171786712922,regulatory--no-parking--g2,no_parking,5Jdjy9AWuoLENPaKXVFt4c,2026-01-31T11:07:18+00:00,1769857638794,721823490787050,Hakimuj,26.1397717,91.7406467,"Map feature coordinate returned inside curated Guwahati, India search box",Guwahati,https://www.mapillary.com/app/?pKey=1392177119306734,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no
1406742723804996,687535060552238,687535060552238,regulatory--no-parking--g2,no_parking,9tov1SdYxN2qeOhR3GVgpW,2025-05-14T13:30:06+00:00,1747229406933,1896223797439654,ph4ni,17.6854717,83.2138271,"Map feature coordinate returned inside curated Visakhapatnam, India search box",Visakhapatnam,https://www.mapillary.com/app/?pKey=1406742723804996,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00016,metadata_only_not_reviewed,no
1438276811237174,25687158680969473,25687158680969473,regulatory--no-parking--g2,no_parking,mY4LqoQGr9OspeXZgauc0y,2026-01-20T08:01:13+00:00,1768896073035,1390940191591088,Absawant,20.0019699,73.7859181,"Map feature coordinate returned inside curated Nashik, India search box",Nashik,https://www.mapillary.com/app/?pKey=1438276811237174,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no
1450026503370639,1189171786712922,1189171786712922,regulatory--no-parking--g2,no_parking,5Jdjy9AWuoLENPaKXVFt4c,2026-01-31T11:07:17+00:00,1769857637793,721823490787050,Hakimuj,26.1397300,91.7406200,"Map feature coordinate returned inside curated Guwahati, India search box",Guwahati,https://www.mapillary.com/app/?pKey=1450026503370639,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no
1482986895907470,1122544335603732,1122544335603732,regulatory--no-parking--g2,no_parking,JPw0BsGM4Hlqt23nb6gAUp,2024-02-29T03:36:37+00:00,1709177797991,1350542048985301,Rishav12345,20.2964527,85.8245576,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=1482986895907470,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00001,metadata_only_not_reviewed,no
1532518517229128,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:04:57+00:00,1674014697679,104307228477491,livableurbanism,11.2608950,75.7854753,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=1532518517229128,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no
1593492325279938,873888692372283,873888692372283,regulatory--no-parking--g2,no_parking,sCFf0eah4yM835tDPcbNij,2026-04-01T04:19:49+00:00,1775017189004,1226028326356068,jegadeeshcumta,13.0812275,80.2729950,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1593492325279938,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00019,metadata_only_not_reviewed,no
1608457976336274,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:05:02+00:00,1674014702540,104307228477491,livableurbanism,11.2609365,75.7854545,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=1608457976336274,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no
1611861989843144,25687158680969473,25687158680969473,regulatory--no-parking--g2,no_parking,mY4LqoQGr9OspeXZgauc0y,2026-01-20T08:01:15+00:00,1768896075032,1390940191591088,Absawant,20.0020699,73.7859714,"Map feature coordinate returned inside curated Nashik, India search box",Nashik,https://www.mapillary.com/app/?pKey=1611861989843144,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no
161266909177946,1202713840193546,1202713840193546,regulatory--no-parking--g2,no_parking,64e885fc-c94f-4686-9c90-fd6f34d0ad43,2018-05-27T11:13:41+00:00,1527419621977,109171661316235,abidandroid286,23.0225028,72.5720978,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=161266909177946,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00003,metadata_only_not_reviewed,no
1617550282384483,3386281431682337,3386281431682337,regulatory--no-parking--g2,no_parking,pLQdcHBve2Z8Sb9hYrCw1V,2023-07-22T07:43:54+00:00,1690011834141,106388704931827,wireman,12.9745744,77.5911557,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=1617550282384483,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no
1636379740227958,1122544335603732,1122544335603732,regulatory--no-parking--g2,no_parking,slE9OxDQCe50Wawdzp2JnL,2024-02-29T03:35:47+00:00,1709177747828,420062863854312,asmiganar,20.2961836,85.8245849,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=1636379740227958,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00001,metadata_only_not_reviewed,no
1636474094458476,1189171786712922,1189171786712922,regulatory--no-parking--g2,no_parking,5Jdjy9AWuoLENPaKXVFt4c,2026-01-31T11:07:16+00:00,1769857636824,721823490787050,Hakimuj,26.1396900,91.7405933,"Map feature coordinate returned inside curated Guwahati, India search box",Guwahati,https://www.mapillary.com/app/?pKey=1636474094458476,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00002,metadata_only_not_reviewed,no
1646972259149601,224382787231643,224382787231643,regulatory--no-parking--g2,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:54+00:00,1690082334948,106388704931827,wireman,12.9754154,77.5901538,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=1646972259149601,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
167191639708392,3386281431682337,3386281431682337,regulatory--no-parking--g2,no_parking,pLQdcHBve2Z8Sb9hYrCw1V,2023-07-22T07:43:51+00:00,1690011831643,106388704931827,wireman,12.9745516,77.5911790,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=167191639708392,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no
1701146890706246,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:50:53+00:00,1725443453408,3569931696486659,skysign,23.0231828,72.5714809,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=1701146890706246,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no
1723173049055715,873888692372283,873888692372283,regulatory--no-parking--g2,no_parking,sCFf0eah4yM835tDPcbNij,2026-04-01T04:19:48+00:00,1775017188004,1226028326356068,jegadeeshcumta,13.0812386,80.2730320,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1723173049055715,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00019,metadata_only_not_reviewed,no
1726000042111523,873888692372283,873888692372283,regulatory--no-parking--g2,no_parking,sCFf0eah4yM835tDPcbNij,2026-04-01T04:35:33+00:00,1775018133013,1226028326356068,jegadeeshcumta,13.0812045,80.2728053,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1726000042111523,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00019,metadata_only_not_reviewed,no
1776471876084339,224382813898307,224382813898307,regulatory--no-parking--g1,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:37+00:00,1690082317402,106388704931827,wireman,12.9752015,77.5903006,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=1776471876084339,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
189252760449900,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:04:58+00:00,1674014698748,104307228477491,livableurbanism,11.2609051,75.7854713,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=189252760449900,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no
1957215141808781,25687158680969473,25687158680969473,regulatory--no-parking--g2,no_parking,mY4LqoQGr9OspeXZgauc0y,2026-01-20T08:01:14+00:00,1768896074043,1390940191591088,Absawant,20.0020203,73.7859454,"Map feature coordinate returned inside curated Nashik, India search box",Nashik,https://www.mapillary.com/app/?pKey=1957215141808781,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00005,metadata_only_not_reviewed,no
2022630531540692,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:52:19+00:00,1725443539595,3569931696486659,skysign,23.0231378,72.5714933,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=2022630531540692,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no
2024427031829327,873888692372283,873888692372283,regulatory--no-parking--g2,no_parking,sCFf0eah4yM835tDPcbNij,2026-04-01T04:19:49+00:00,1775017189098,1226028326356068,jegadeeshcumta,13.0812174,80.2729626,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=2024427031829327,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00019,metadata_only_not_reviewed,no
2036770483339224,3386281431682337,3386281431682337,regulatory--no-parking--g2,no_parking,pLQdcHBve2Z8Sb9hYrCw1V,2023-07-22T07:43:56+00:00,1690011836169,106388704931827,wireman,12.9745970,77.5911321,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=2036770483339224,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no
211927487871405,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:04:55+00:00,1674014695460,104307228477491,livableurbanism,11.2608773,75.7854882,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=211927487871405,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no
2446818558824923,3386281431682337,3386281431682337,regulatory--no-parking--g2,no_parking,pLQdcHBve2Z8Sb9hYrCw1V,2023-07-22T07:44:00+00:00,1690011840032,106388704931827,wireman,12.9746465,77.5910770,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=2446818558824923,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00007,metadata_only_not_reviewed,no
27319314840992897,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:50:50+00:00,1725443450405,3569931696486659,skysign,23.0232445,72.5714681,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=27319314840992897,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no
2849756601905937,806573556656764,806573556656764,regulatory--no-parking--g2,no_parking,9WiQSPKGiyOcicqH97kXOw,2016-12-17T10:11:10+00:00,1481969470551,108469318050957,yogi,12.9746522,77.5964403,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=2849756601905937,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no
296788669500933,224382813898307,224382813898307,regulatory--no-parking--g1,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:24+00:00,1690082304019,106388704931827,wireman,12.9750575,77.5903955,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=296788669500933,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
296855488732865,806573556656764,806573556656764,regulatory--no-parking--g2,no_parking,OgskU0UmggfXLGL-BgDEMQ,2016-01-17T15:23:57+00:00,1453044237563,105307731704424,omnibus,12.9748904,77.5964019,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=296855488732865,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no
307549077528203,795298244427724,795298244427724,regulatory--no-parking--g2,no_parking,9WiQSPKGiyOcicqH97kXOw,2016-12-17T10:11:05+00:00,1481969465222,108469318050957,yogi,12.9747252,77.5963133,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=307549077528203,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no
311431664643254,224382813898307,224382813898307,regulatory--no-parking--g1,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:20+00:00,1690082300057,106388704931827,wireman,12.9750247,77.5904125,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=311431664643254,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
377082898591947,347029754990979,347029754990979,regulatory--no-parking--g2,no_parking,JPw0BsGM4Hlqt23nb6gAUp,2024-02-29T03:35:57+00:00,1709177757200,1350542048985301,Rishav12345,20.2969349,85.8242893,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=377082898591947,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00009,metadata_only_not_reviewed,no
506211655484530,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:52:33+00:00,1725443553408,3569931696486659,skysign,23.0231023,72.5714612,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=506211655484530,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no
515474734398675,3931177493869798,3931177493869798,regulatory--no-parking--g2,no_parking,bXKuvW5Of2jLDEgTl0ncHq,2024-09-04T10:06:52+00:00,1725444412917,3569931696486659,skysign,23.0228157,72.5712078,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=515474734398675,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00010,metadata_only_not_reviewed,no
518567877441062,534175135752540,534175135752540,regulatory--no-parking--g2,no_parking,YPkteVmsf9l5jBiFRL3ShX,2024-09-04T09:52:50+00:00,1725443570392,3569931696486659,skysign,23.0230739,72.5714306,"Map feature coordinate returned inside curated Ahmedabad, India search box",Ahmedabad,https://www.mapillary.com/app/?pKey=518567877441062,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00014,metadata_only_not_reviewed,no
532276445668505,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:04:51+00:00,1674014691237,104307228477491,livableurbanism,11.2608590,75.7854900,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=532276445668505,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no
559573305465773,795298244427724,795298244427724,regulatory--no-parking--g2,no_parking,9WiQSPKGiyOcicqH97kXOw,2016-12-17T10:11:03+00:00,1481969463347,108469318050957,yogi,12.9747679,77.5962637,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=559573305465773,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00017,metadata_only_not_reviewed,no
562891615742546,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:04:56+00:00,1674014696110,104307228477491,livableurbanism,11.2608843,75.7854865,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=562891615742546,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no
584074353772764,566597015330070,566597015330070,regulatory--no-parking--g2,no_parking,nXydZ38eAfHpt2hrQVab9K,2023-01-18T04:05:00+00:00,1674014700358,104307228477491,livableurbanism,11.2609103,75.7854670,"Map feature coordinate returned inside curated Kozhikode, India search box",Kozhikode,https://www.mapillary.com/app/?pKey=584074353772764,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no
585255706876471,224382787231643,224382787231643,regulatory--no-parking--g2,no_parking,RuL5JO4PhvSB10aF3wtsD9,2023-07-23T03:18:53+00:00,1690082333018,106388704931827,wireman,12.9753863,77.5901909,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=585255706876471,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no
