mapillary_image_id,map_feature_id,all_linked_map_feature_ids,exact_mapillary_taxonomy_label,project_class,sequence_id,capture_timestamp_utc,captured_at_epoch_ms,contributor_id,contributor_name,latitude,longitude,geographic_evidence_india,city_search_area,source_reference,api_retrieval_timestamp_utc,taxonomy_mapping_confidence,independence_group_id,review_status,approved_photograph,acquisition_order,acquisition_status,pixel_download_authorized,selection_basis,attribution_title,attribution_contributor,attribution_source_url,attribution_licence,attribution_text_template,terms_status
931096011566658,342309952131542,342309952131542,regulatory--stop--g1,stop,b8iIJ3TdeQRS2FtYjvnDXc,2024-02-29T03:36:35+00:00,1709177795395,107704211899757,TejashreePOD,20.2966679,85.8244818,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=931096011566658,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00027,metadata_only_not_reviewed,no,11,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 931096011566658,TejashreePOD,https://www.mapillary.com/app/?pKey=931096011566658,CC BY-SA (version to verify at download time),Mapillary image 931096011566658 by TejashreePOD; source https://www.mapillary.com/app/?pKey=931096011566658; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
206665324340686,3719036634875078,3719036634875078,regulatory--stop--g1,stop,frU8i8F6_r72mHFQ3yJaog,2017-07-23T06:14:34+00:00,1500790474628,104356101806278,manojkmohan,10.5292144,76.2161951,"Curated interior coordinate centred on Thrissur, India",Thrissur,https://www.mapillary.com/app/?pKey=206665324340686,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00028,metadata_only_not_reviewed,no,12,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 206665324340686,manojkmohan,https://www.mapillary.com/app/?pKey=206665324340686,CC BY-SA (version to verify at download time),Mapillary image 206665324340686 by manojkmohan; source https://www.mapillary.com/app/?pKey=206665324340686; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
193181629499593,438991063802757,438991063802757,regulatory--stop--g1,stop,PMo7KhJ3HSQOUNxTrmZCa6,2021-08-03T03:40:52+00:00,1627962052682,138886808313564,muruligowda,12.9675136,77.5949560,"Map feature coordinate returned inside curated Bengaluru, India search box",Bengaluru,https://www.mapillary.com/app/?pKey=193181629499593,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00031,metadata_only_not_reviewed,no,13,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 193181629499593,muruligowda,https://www.mapillary.com/app/?pKey=193181629499593,CC BY-SA (version to verify at download time),Mapillary image 193181629499593 by muruligowda; source https://www.mapillary.com/app/?pKey=193181629499593; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
516763002674368,460518565051977,460518565051977,regulatory--stop--g1,stop,nFaPdZQ_9ggWLGfDoYlNWQ,2018-01-23T16:18:19+00:00,1516724299000,101235428790074,venkanna37,12.9565464,77.5812964,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=516763002674368,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00032,metadata_only_not_reviewed,no,14,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 516763002674368,venkanna37,https://www.mapillary.com/app/?pKey=516763002674368,CC BY-SA (version to verify at download time),Mapillary image 516763002674368 by venkanna37; source https://www.mapillary.com/app/?pKey=516763002674368; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
861732688022054,465812847827805,465812847827805,regulatory--stop--g1,stop,Y7uV9nWSPoa3LCHYKwP2ew,2017-06-30T10:51:12+00:00,1498819872208,104356101806278,manojkmohan,10.5242650,76.2119830,"Curated interior coordinate centred on Thrissur, India",Thrissur,https://www.mapillary.com/app/?pKey=861732688022054,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00033,metadata_only_not_reviewed,no,15,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 861732688022054,manojkmohan,https://www.mapillary.com/app/?pKey=861732688022054,CC BY-SA (version to verify at download time),Mapillary image 861732688022054 by manojkmohan; source https://www.mapillary.com/app/?pKey=861732688022054; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1170686990041756,481614309826045,481614309826045,regulatory--stop--g1,stop,yAp9gFhya1IGeXvi2lzvzw,2018-02-04T05:19:36+00:00,1517721576983,109833741245768,richlv,12.9535147,77.5925639,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=1170686990041756,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00035,metadata_only_not_reviewed,no,16,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1170686990041756,richlv,https://www.mapillary.com/app/?pKey=1170686990041756,CC BY-SA (version to verify at download time),Mapillary image 1170686990041756 by richlv; source https://www.mapillary.com/app/?pKey=1170686990041756; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
833679071092276,482883380561287,482883380561287,regulatory--stop--g1,stop,y7mhlS82iZg4RYdcOUXbuo,2022-10-30T06:47:30+00:00,1667112450604,101864952355265,vjain93,20.2962490,85.8269738,"Map feature coordinate returned inside curated Bhubaneswar, India search box",Bhubaneswar,https://www.mapillary.com/app/?pKey=833679071092276,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00037,metadata_only_not_reviewed,no,17,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 833679071092276,vjain93,https://www.mapillary.com/app/?pKey=833679071092276,CC BY-SA (version to verify at download time),Mapillary image 833679071092276 by vjain93; source https://www.mapillary.com/app/?pKey=833679071092276; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1366092247096018,486550056027958,486550056027958;486824266000537,regulatory--stop--g1,stop,1J1jkwcehnrQ_h3PwkMX2g,2016-07-09T15:52:21+00:00,1468079541233,106868151546426,shravan91,23.0348936,72.5606899,"Non-overlapping outer urban tile around Ahmedabad, India; excludes the r07 centre box",Ahmedabad outer tile,https://www.mapillary.com/app/?pKey=1366092247096018,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00038,metadata_only_not_reviewed,no,18,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1366092247096018,shravan91,https://www.mapillary.com/app/?pKey=1366092247096018,CC BY-SA (version to verify at download time),Mapillary image 1366092247096018 by shravan91; source https://www.mapillary.com/app/?pKey=1366092247096018; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
534800817588095,492731675486374,492731675486374,regulatory--stop--g1,stop,h1EXgFxnhc_t2zPFPL5QsQ,2018-02-03T09:13:12+00:00,1517649192000,107965118105737,natarajakaveeti,31.1086031,77.1668286,"Curated interior coordinate centred on Shimla, India",Shimla,https://www.mapillary.com/app/?pKey=534800817588095,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00040,metadata_only_not_reviewed,no,19,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 534800817588095,natarajakaveeti,https://www.mapillary.com/app/?pKey=534800817588095,CC BY-SA (version to verify at download time),Mapillary image 534800817588095 by natarajakaveeti; source https://www.mapillary.com/app/?pKey=534800817588095; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
826570871624787,508081396899737,508081396899737,regulatory--stop--g10,stop,ykf2d8o3fmbuqhrw1aqpyl,2021-01-09T09:13:21+00:00,1610183601640,100570762192712,manojbright,10.5318850,76.2113634,"Curated interior coordinate centred on Thrissur, India",Thrissur,https://www.mapillary.com/app/?pKey=826570871624787,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00042,metadata_only_not_reviewed,no,20,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 826570871624787,manojbright,https://www.mapillary.com/app/?pKey=826570871624787,CC BY-SA (version to verify at download time),Mapillary image 826570871624787 by manojbright; source https://www.mapillary.com/app/?pKey=826570871624787; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
496000738258584,591203692274165,591203692274165,regulatory--stop--g1,stop,gRgIn54GfgvIZQLItVvnRg,2018-02-14T02:34:11+00:00,1518575651595,109833741245768,richlv,12.9736065,77.5796457,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=496000738258584,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00046,metadata_only_not_reviewed,no,21,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 496000738258584,richlv,https://www.mapillary.com/app/?pKey=496000738258584,CC BY-SA (version to verify at download time),Mapillary image 496000738258584 by richlv; source https://www.mapillary.com/app/?pKey=496000738258584; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
896604915001275,821291238809167,821291238809167,regulatory--stop--g1,stop,TdQPvKeDwLgixzSO2l3FHR,2023-12-23T03:47:29+00:00,1703303249625,101499702097483,V15,10.5219344,76.2168154,"Curated interior coordinate centred on Thrissur, India",Thrissur,https://www.mapillary.com/app/?pKey=896604915001275,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00051,metadata_only_not_reviewed,no,22,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 896604915001275,V15,https://www.mapillary.com/app/?pKey=896604915001275,CC BY-SA (version to verify at download time),Mapillary image 896604915001275 by V15; source https://www.mapillary.com/app/?pKey=896604915001275; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
931218057662260,845322002724792,845322002724792,regulatory--stop--g1,stop,Fw7oxAz0DFXCdHvObvfXrw,2017-06-30T10:26:01+00:00,1498818361526,104356101806278,manojkmohan,10.5281872,76.2145057,"Curated interior coordinate centred on Thrissur, India",Thrissur,https://www.mapillary.com/app/?pKey=931218057662260,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00052,metadata_only_not_reviewed,no,23,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 931218057662260,manojkmohan,https://www.mapillary.com/app/?pKey=931218057662260,CC BY-SA (version to verify at download time),Mapillary image 931218057662260 by manojkmohan; source https://www.mapillary.com/app/?pKey=931218057662260; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
918242265630835,845469306043395,845469306043395,regulatory--stop--g1,stop,Fw7oxAz0DFXCdHvObvfXrw,2017-06-30T10:26:05+00:00,1498818365576,104356101806278,manojkmohan,10.5281286,76.2144974,"Curated interior coordinate centred on Thrissur, India",Thrissur,https://www.mapillary.com/app/?pKey=918242265630835,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00053,metadata_only_not_reviewed,no,24,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 918242265630835,manojkmohan,https://www.mapillary.com/app/?pKey=918242265630835,CC BY-SA (version to verify at download time),Mapillary image 918242265630835 by manojkmohan; source https://www.mapillary.com/app/?pKey=918242265630835; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1928060001169753,873888689038950,873888689038950,regulatory--stop--g1,stop,sCFf0eah4yM835tDPcbNij,2026-04-01T04:18:07+00:00,1775017087094,1226028326356068,jegadeeshcumta,13.0816527,80.2758318,"Map feature coordinate returned inside curated Chennai, India search box",Chennai,https://www.mapillary.com/app/?pKey=1928060001169753,2026-09-01T15:58:36+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00054,metadata_only_not_reviewed,no,25,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1928060001169753,jegadeeshcumta,https://www.mapillary.com/app/?pKey=1928060001169753,CC BY-SA (version to verify at download time),Mapillary image 1928060001169753 by jegadeeshcumta; source https://www.mapillary.com/app/?pKey=1928060001169753; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1305397867274539,9367522263309691,9367522263309691,regulatory--stop--g1,stop,FkXzP6rWmofVnL08KdOEah,2025-01-25T09:22:55+00:00,1737796975146,106724622478113,WPStan,18.5241587,73.8441678,"Non-overlapping outer urban tile around Pune, India; excludes the r07 centre box",Pune outer tile,https://www.mapillary.com/app/?pKey=1305397867274539,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00055,metadata_only_not_reviewed,no,26,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1305397867274539,WPStan,https://www.mapillary.com/app/?pKey=1305397867274539,CC BY-SA (version to verify at download time),Mapillary image 1305397867274539 by WPStan; source https://www.mapillary.com/app/?pKey=1305397867274539; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
200004068622196,972301046916069,972301046916069,regulatory--stop--g1,stop,uith6u0f8aqvn06awi8nwb,2021-01-11T09:59:07+00:00,1610359147200,101743165404889,pradeepbv,12.9854782,77.5930468,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=200004068622196,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00056,metadata_only_not_reviewed,no,27,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 200004068622196,pradeepbv,https://www.mapillary.com/app/?pKey=200004068622196,CC BY-SA (version to verify at download time),Mapillary image 200004068622196 by pradeepbv; source https://www.mapillary.com/app/?pKey=200004068622196; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
591384536061986,121886100627707,121886100627707,regulatory--stop--g1,stop,eBzoQZcJEmLPdjXCsV2WOS,2022-08-29T13:11:28+00:00,1661778688279,109037777999283,olily,12.9758954,77.6146304,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=591384536061986,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00004,metadata_only_not_reviewed,no,28,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 591384536061986,olily,https://www.mapillary.com/app/?pKey=591384536061986,CC BY-SA (version to verify at download time),Mapillary image 591384536061986 by olily; source https://www.mapillary.com/app/?pKey=591384536061986; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
4169839559703007,1411575839206119,1411575839206119,regulatory--stop--g1,stop,gPGxbrIqgUeS2B6Cpi7msg,2018-02-14T03:46:51+00:00,1518580011127,109833741245768,richlv,12.9691652,77.5766937,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=4169839559703007,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00006,metadata_only_not_reviewed,no,29,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 4169839559703007,richlv,https://www.mapillary.com/app/?pKey=4169839559703007,CC BY-SA (version to verify at download time),Mapillary image 4169839559703007 by richlv; source https://www.mapillary.com/app/?pKey=4169839559703007; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
196377819004993,145133170964891,145133170964891,regulatory--stop--g1,stop,i64k97df2hnxaqdee6uush,2021-01-06T02:48:35+00:00,1609901315870,101743165404889,pradeepbv,12.9820418,77.5970189,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=196377819004993,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00008,metadata_only_not_reviewed,no,30,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 196377819004993,pradeepbv,https://www.mapillary.com/app/?pKey=196377819004993,CC BY-SA (version to verify at download time),Mapillary image 196377819004993 by pradeepbv; source https://www.mapillary.com/app/?pKey=196377819004993; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
1270009204776130,1505042624338548,1505042624338548,regulatory--stop--g1,stop,k96FGdscMXft7YvQRn41DZ,2026-04-25T11:35:59+00:00,1777116959498,106724622478113,WPStan,19.0612183,72.8623870,"Non-overlapping outer urban tile around Mumbai, India; excludes the r07 centre box",Mumbai outer tile,https://www.mapillary.com/app/?pKey=1270009204776130,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00012,metadata_only_not_reviewed,no,31,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 1270009204776130,WPStan,https://www.mapillary.com/app/?pKey=1270009204776130,CC BY-SA (version to verify at download time),Mapillary image 1270009204776130 by WPStan; source https://www.mapillary.com/app/?pKey=1270009204776130; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
844149306179862,180965013788346,180965013788346,regulatory--stop--g1,stop,gmgvk8fyvg3wclhy4oag9v,2016-12-12T05:32:17+00:00,1481520737103,108469318050957,yogi,12.9518932,77.6090215,"Non-overlapping outer urban tile around Bengaluru, India; excludes the r07 centre box",Bengaluru outer tile,https://www.mapillary.com/app/?pKey=844149306179862,2026-09-01T17:31:29+00:00,high_exact_semantic_taxonomy_prefix,mapillary_india_group_00015,metadata_only_not_reviewed,no,32,proposed_metadata_only,no,"All catalogued stop candidates retained; round-robin order across dependency groups, then metadata diversity within each group",Mapillary image 844149306179862,yogi,https://www.mapillary.com/app/?pKey=844149306179862,CC BY-SA (version to verify at download time),Mapillary image 844149306179862 by yogi; source https://www.mapillary.com/app/?pKey=844149306179862; licensed under CC BY-SA,blocked_pending_manual_logged_in_terms_confirmation
