image_path,class_name,split,dataset_a_class_id,dataset_a_class_name,source_template_id,augmentation_family_id,augmentation_generation,exact_content_sha256
0/0_original_43_original_43.png_18438db5-3d00-45ff-802f-ccdc79fc5549.png_68c72c7c-835a-465a-9777-7e476c5c4d2f.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,a531763e0eb15c8978d2038fe16bbaa4097ffc9baf856f860f42b9607d738687
0/0_original_43_original_43.png_186acbdb-d30f-437b-8c24-6bf29bbeccbe.png_3de425b6-0d46-4e5b-9288-bd0dd1a3c8ba.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,6085c4e7c9a3256a7da53fc9423d01eb2869b92dd68407229a5e4d8222bd1c49
0/0_original_43_original_43.png_186acbdb-d30f-437b-8c24-6bf29bbeccbe.png_7b0b03a3-3ce7-4b86-b9d5-0d8f294accbb.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,cfd48c1bd8e5cdbb9cd4af46ee15bc4b201ea1c71fe7f622e3a44f399ef29537
0/0_original_43_original_43.png_186acbdb-d30f-437b-8c24-6bf29bbeccbe.png_c46ddc9b-6aed-4591-a1ac-1ebb49ea34e6.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,7f138c089108c4e814364faf6579842844326fdf76dc7954613d9d425689adb2
0/0_original_43_original_43.png_1c65c6ec-78c8-42b2-bfa8-e9d6e6415f01.png_7565f45e-0696-4a1f-b06a-d3e0d0164d33.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,58a47eec5862a5de74d5c4e871684866a6ff01434c7394490158298a7659a2f9
0/0_original_43_original_43.png_1c65c6ec-78c8-42b2-bfa8-e9d6e6415f01.png_fbe95814-b86e-43e4-a5ce-905f81685d43.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,50cfbb5bca1a95027a9c37725011fff11314a822ae32a0c23e96b125d964263f
0/0_original_43_original_43.png_1c9f5554-9a35-42b9-b12b-1cc34dded8a6.png_4b9c0ffb-181e-4906-b378-8fcdbec20c10.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,8db37e4236f96342a1d98186138cd7ed55f036edcf1157f4dfcdc72ccde3cf3e
0/0_original_43_original_43.png_20ac7968-f303-4500-8ff2-b6ef527233bf.png_1d261f08-89c9-4079-941e-ee8e975c69b3.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,ee9647431c27428ad637e3ef6598519e14492eaa6a5279d7546947b444d92fe9
0/0_original_43_original_43.png_20ac7968-f303-4500-8ff2-b6ef527233bf.png_34294394-2807-4526-ac70-d7ae05d89839.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,4c47033808fd4bfd25dcd4149c634cb769935146e8690dafb839353f4c9a8072
0/0_original_43_original_43.png_20ac7968-f303-4500-8ff2-b6ef527233bf.png_c010cb34-dca1-4c5a-a052-9594cbe4a2f4.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,a029a308b5e6e958af4b97747f547b4579ce176a0ce89a250762e02913e5e8ef
0/0_original_43_original_43.png_20ac7968-f303-4500-8ff2-b6ef527233bf.png_df1802fc-9139-47fb-bbfa-1b2c881f38f7.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,22cd3266b075dc842184c7ca5d551159c454126eaa736de68c1007dab3f30c96
0/0_original_43_original_43.png_217bb496-49da-4bb9-bb9c-e405edcfc7c1.png_8128e2af-28d6-4f5c-a4ee-6bbd287ddc21.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2384d92e095b81d378bf9b8fd7f4f3632c4d6532e4ceb749d6bebeb8a86fddab
0/0_original_43_original_43.png_33ec9a30-9918-48ec-b97a-b81ce68d520a.png_b287baa6-3f07-427e-8c4d-58b229716746.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,8a59473863fcf0c42e44f24d38202163cf9ad58c337db1385ad941a258a64aae
0/0_original_43_original_43.png_33ec9a30-9918-48ec-b97a-b81ce68d520a.png_d5730630-1150-4204-a53e-346ad936a2ef.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2b686983b9660eaad89fb73d8baabb75184d6e0de9509c670ba994e130ac0211
0/0_original_43_original_43.png_34d7fb3b-d535-4c06-b6b0-324070814f95.png_417296d2-3e1d-47d3-b402-b4deed91ca82.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,d254ae9c2a755e1f885c347c64785e0ef67c523b42f63fd9b56c795755644d57
0/0_original_43_original_43.png_38a89cf1-2236-421b-a07a-40571dcbabee.png_acbc7a4a-ecce-4cb2-b3b0-39c76d16afaa.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2aa37ac7377fc4b19b3730f0767d0ffe86f9fe3784083e29a6a03f9bfc31d7a0
0/0_original_43_original_43.png_3aa3b9bd-c467-416f-9927-d856f56836f5.png_4bb96ce2-2f7f-4865-acbb-815cc80d3ae2.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,cbdf34dd97ffa9382c4566dd2b3b02c9afa180405bdce6b17089a30b2b8ce0f1
0/0_original_43_original_43.png_3aa3b9bd-c467-416f-9927-d856f56836f5.png_b2319a88-9afd-43e3-b01f-124cfd0ee0ea.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,63fab4f173a864130266822b08b7b1d62d4013d2224a30add4227b1d17252b58
0/0_original_43_original_43.png_3aa3b9bd-c467-416f-9927-d856f56836f5.png_e585ec7f-07c9-4985-abbb-35ae2d88d6ec.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,f319b164615feadee894c36d632e8308deef73c314273ebaf193862bb4bbd4dc
0/0_original_43_original_43.png_3b779366-733d-4498-b726-d648856cb0ec.png_82d47385-a8a6-460c-b53c-83c9735ca053.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,dfff0ca2a300bb0a86892cb4813a42ea807855ce5c19a8d2f1e284ea94136966
0/0_original_43_original_43.png_3db10fff-989c-4dbb-8723-62807d4d6ae0.png_906e0af0-eebe-49fc-9a6f-95267b2bd074.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,8c35d6f5e920cf810fb405307cb536874471d44e6b7c54dc1303bee5d27fe521
0/0_original_43_original_43.png_3db10fff-989c-4dbb-8723-62807d4d6ae0.png_a3b6207e-05da-43ec-8e93-c4ca81d75d77.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,516b0a0808eade4a14d5e074dd30ddcd170635dfa5524d73a71921858e930b5d
0/0_original_43_original_43.png_4138ba3f-e98b-4d06-99af-6b490d9259d0.png_c98f4c8f-6302-4ab9-b921-3aef9bf72e5f.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,6468ad4a006df4fac9d81d8e35f0c2469674a1d4a8e94b44bf4abf97cd19afc1
0/0_original_43_original_43.png_4e35d2c5-4f64-47ba-a24e-228638cae961.png_18e7726f-0591-4c5b-9484-b14ccdf00f4f.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,a75ed1097b6c377973cdca5b5822014abb94777359878c786b26c1e364af08eb
0/0_original_43_original_43.png_4e35d2c5-4f64-47ba-a24e-228638cae961.png_683e20f7-5722-4e4e-a00f-1df2da5adb85.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,d62545dbcbb351acece9187ed76987603273533b9b50a34c8eec358e1624fdcf
0/0_original_43_original_43.png_4e35d2c5-4f64-47ba-a24e-228638cae961.png_abfa71ba-e1f9-4b1f-ac42-c6891f024a0f.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2bf6c3d2ea4ed62129c14b223d22be414cb106e50793bda4781f40a0a1ab1527
0/0_original_43_original_43.png_4e35d2c5-4f64-47ba-a24e-228638cae961.png_d800a454-c9ea-4361-afde-1046e5453fe1.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,053a87e4a0728b576a6b0e1127cb08f60ef76672604ff48f7d7fa3539446acfc
0/0_original_43_original_43.png_51305f8d-4a51-4c9b-b574-ba4c79a1e91d.png_12abceeb-46c3-4275-9ae5-bfda7461a95b.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,1f084681e0db120e8279940454b6ea54faee29f6e50bce0746c106681ab434c3
0/0_original_43_original_43.png_51305f8d-4a51-4c9b-b574-ba4c79a1e91d.png_6d40f7d9-febe-41f7-8ed6-3823ce4c3a61.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,df7653e51d54ef59d3fb8a56fb645128cf2e3b89955f2e0c4897bad4e686d580
0/0_original_43_original_43.png_5c7831a2-7260-484e-8fb0-0a11ea3f8d3f.png_83cb74a5-2eaa-45c6-ab2c-ad988afed8b2.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,e15ff896954ff46f1b83598fe027e2c0b1a72cdb741cfa44c91fa9caa53bb020
0/0_original_43_original_43.png_610f6411-4440-4a55-a01e-e4ecfbbdb295.png_155f66d0-91f1-4c2c-a20c-25b5cf03681d.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2b013a53786f18a3a483fb671c6bc5fce1fa4f9f8a0e7e399e90a71aef446a19
0/0_original_43_original_43.png_610f6411-4440-4a55-a01e-e4ecfbbdb295.png_2e93588f-1c87-45f0-b286-d085588bd5e1.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,9751f496e090e4824b2cca8c478bb9a1c2ef8f74e355942a566b1e5c3f0b5f24
0/0_original_43_original_43.png_640843e4-0145-4389-95d3-89460b68ff41.png_3fe26ca7-f8e4-4d58-a37f-ac15d9185a6d.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,28e3809336c1d8af60d4a2fb914ba9ec71e45b85c7e21de9fca2a3afa5ac4dce
0/0_original_43_original_43.png_640843e4-0145-4389-95d3-89460b68ff41.png_e15574b2-121d-4287-ba94-2de2b37ecd23.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2ac912a8153ca9c76616316820a14c573807c5efe9d42208bc777e5ead6cf52d
0/0_original_43_original_43.png_6c4849ff-c460-4431-96a8-ebc0785743e4.png_b2ca7a6c-7ab6-4005-b14b-ab177ae1e261.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,cf42374329e1b80313773cb20b4415bd801abe85b901cb09bbfa38c93a645c59
0/0_original_43_original_43.png_6d15bc14-60d4-48ee-a2d1-74c5a43a2298.png_24133779-87f1-4686-ba55-c1e6d10369af.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,007c66e209469060372469e56ee1a16217d75998f5e68cf09f44646b6c978c77
0/0_original_43_original_43.png_6d15bc14-60d4-48ee-a2d1-74c5a43a2298.png_77ba4105-95b0-44bc-8166-eeef15173363.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,02583e843e3dbe89cb695a247feca4031b0d28e98041b5a77ddf5553630a1533
0/0_original_43_original_43.png_6d15bc14-60d4-48ee-a2d1-74c5a43a2298.png_d22bb5e0-9f3e-4fc4-ae10-d8c36dd41578.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,52d6fdb1aee6c303c3b19d94695211737eeaefe4a95a48ee3d0223603ad9105f
0/0_original_43_original_43.png_740dbba3-a65f-4a00-93dd-6cd879e6fea8.png_0ebf564e-a5eb-41f9-b715-26e14795d810.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2b3d5294d376db69136888c06b27af83ea8104f8b7a652dfd8645300f4b71f7d
0/0_original_43_original_43.png_7534583e-f47f-4b7e-8dde-817070d32859.png_4ae85756-19e1-42db-b12d-9ce95a5f2ab5.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,f03907558f732e8a12db7ce90dc036f8a65b4106e2a21810fbcac7e5897323df
0/0_original_43_original_43.png_7534583e-f47f-4b7e-8dde-817070d32859.png_845580c8-bf48-4e95-b497-087a1b83cf2d.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,0b9e420a41f0602a5300b377ce73bf8ed3773dec6980c6451fdc7eef9ea1b405
0/0_original_43_original_43.png_76a8c7d9-4311-484b-9f50-e749530778ae.png_2ba32400-1297-45ff-9478-7c83f74b9aab.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,70a848282eeb12a7f4f139573327770070b89deade940b4e2119cc80fe879ef2
0/0_original_43_original_43.png_76a8c7d9-4311-484b-9f50-e749530778ae.png_93a5e54f-0a38-40de-9836-33d08b01f074.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,136901cea7f5214055a5a746577b64b6761ca85c2d67834698e588f5ee87b322
0/0_original_43_original_43.png_76a8c7d9-4311-484b-9f50-e749530778ae.png_f46a458a-20e7-4b46-a540-718be9843184.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,0ca4437e12a8ddb01a9c4a2152eba876dcdd3e762c869589bbf736918c7ffdf2
0/0_original_43_original_43.png_7830fda6-9fd7-432e-abbe-4f059f7ee4ac.png_7f188a79-896a-425e-b4e2-d598b8848284.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,77d38e4a1f5379eb61aa0fc40e0f61961e1a711c1a7807a4ebc606e0ea073663
0/0_original_43_original_43.png_7830fda6-9fd7-432e-abbe-4f059f7ee4ac.png_bbb71df3-805c-49e0-a9a3-814666dd6dff.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,644c27547ef66cc6daf683b8e643deb562aed52f36dce03239b09f2d0a0d0ffa
0/0_original_43_original_43.png_7830fda6-9fd7-432e-abbe-4f059f7ee4ac.png_d1d1cbbc-6878-4507-b4ca-43fe8e348f69.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,7aa31e836c036063067ae021ca5a6238d05da2907a870e46f86b608d967fe740
0/0_original_43_original_43.png_7830fda6-9fd7-432e-abbe-4f059f7ee4ac.png_dd63515d-e72e-4a26-9323-f97891939f12.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,5f868d1f1297769307c1397403d06e321f3550efbcf7f5d36420ab650b3b300e
0/0_original_43_original_43.png_7846dbaa-3d7d-46de-ba1d-6692388f110f.png_8b1f1753-8a8b-4d5b-8243-1e8504b26ce8.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,1d3e806fa536c69abe948c89555bfd70ab229fccebcb8929687b0e0330231e78
0/0_original_43_original_43.png_7846dbaa-3d7d-46de-ba1d-6692388f110f.png_8cd24d4b-51c1-41ca-88f9-042d7efd6858.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,de03ee701aa4207d9f4b516988b6a9d5d33c1f5e32e5808e95766e5f597c7bf1
0/0_original_43_original_43.png_7b352fd7-c0a0-4029-b154-ca92b3b540a0.png_619d2a18-bf3c-4d56-962f-9e97cfe80a62.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,d2f918ae0f11d3d650af3017e989ed5e31e38621cb7777a57579e3e80072f3f1
0/0_original_43_original_43.png_7b352fd7-c0a0-4029-b154-ca92b3b540a0.png_6d9dc826-8af7-4264-822b-450ed50d0954.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,94abc2af4a4bdfe9bf96712ece6ae7d316d49574b2f22445a6a35704c4ea67bc
0/0_original_43_original_43.png_7b352fd7-c0a0-4029-b154-ca92b3b540a0.png_b35cb980-a5e9-445c-a311-00d3d4278f32.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,715ae3c3318c2974d13af5934d16a6b53d24342925e8a36271dae985e296ab53
0/0_original_43_original_43.png_7b352fd7-c0a0-4029-b154-ca92b3b540a0.png_f5097f4e-6843-4fb3-99da-a812d24c30a8.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,c85e0d40be959256ec1d67aecfa26079fda3b6a7d6a511b78914bfdecf795150
0/0_original_43_original_43.png_81c27817-2fad-4399-8e8a-ab079c44f9fb.png_6fdae3eb-b61a-4b5e-b4e4-bdd8d3facc88.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2ebdf8bd1d1aa308b60a7c1f56d53e3fbe07cdf80ce93db3096657432b9152ea
0/0_original_43_original_43.png_81c27817-2fad-4399-8e8a-ab079c44f9fb.png_d8c650b6-9da9-47e7-9940-4dcce2a52170.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,655273436f65ef136f8cb8796b6cd7d96a2476b29e8d510844b1d6609f00956f
0/0_original_43_original_43.png_81c27817-2fad-4399-8e8a-ab079c44f9fb.png_eba89062-20f1-4bd1-b0f5-6c238469a67c.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,d46e1d39f0d77ed3f0e1847df09ed2d5001c32df9593be896998a569e3a65090
0/0_original_43_original_43.png_8629a705-a95d-402b-b8df-d8e9851e0338.png_1062ce11-470f-4942-80cb-9e92d83a9a08.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,4689f4c99bf86e3bb8aab8cdc3583861a0d5e01933015dd54e8d073353178893
0/0_original_43_original_43.png_8629a705-a95d-402b-b8df-d8e9851e0338.png_732a7d04-801e-4c25-8c4a-5c5ea68b4e42.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,b8033e48714b25795ed97ff6484bdfcc567329a2618ac19bfb17374e707d404f
0/0_original_43_original_43.png_8629a705-a95d-402b-b8df-d8e9851e0338.png_c93ed79f-d6fa-47cc-8f0a-114131e5a6ba.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,b269ec59be775b7c89f1b662062656dff3434f51c7de1b85b62b4895ee5de2d8
0/0_original_43_original_43.png_867d6572-a92f-4c5c-97f2-8b85c8c59db2.png_6ee8969a-82e8-470e-8f21-67a562d8a5e4.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,e28cde0c6075d66686a22a4edc3999a43788ba7e07b6b953357460251e06c289
0/0_original_43_original_43.png_867d6572-a92f-4c5c-97f2-8b85c8c59db2.png_8c3296a3-83c6-4bc2-8252-4d52f636f092.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,fde042ac2f0eb2c03995605ed5b0a4c312c5980815cfe84fba08db3e4fd328c0
0/0_original_43_original_43.png_867d6572-a92f-4c5c-97f2-8b85c8c59db2.png_d3e05601-fc98-4e73-99a0-2b1340d468f8.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,b5a18ea6354ac516ceb17a506c446bb58082e716a66366f2d24cce7a32db1019
0/0_original_43_original_43.png_877e7d5c-8291-4389-b46e-b7233a29dfa7.png_82252986-4f39-43d6-a22c-e0dedc196569.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,e1a97a127804fae0ecf1f053b78e50615d72ffe41f394973fab915ec093ebb00
0/0_original_43_original_43.png_877e7d5c-8291-4389-b46e-b7233a29dfa7.png_9b3d24c7-e9bc-403b-a0d4-2a127a006c4d.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,98f8a8aabbadbff9be1243e9a0b35c655d12f463b65d2723d1bd906eb5b2a49c
0/0_original_43_original_43.png_8839591d-1d60-4c76-8e29-b8421c0e188d.png_98109a25-9d6f-4911-91a0-74ee55f8b5b7.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,39ee6df82ce25dd33c8624f8d6987eaea3e661e5448b4e63cc0a13b606429c67
0/0_original_43_original_43.png_8839591d-1d60-4c76-8e29-b8421c0e188d.png_9ce3dc8b-c837-45eb-9108-4de8edfbb54c.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,e08b8721a750a59325801d333e8c67d1fc6c5a20d4d31d2dea61b17e8e5d6322
0/0_original_43_original_43.png_8ab4ad52-fa39-43b5-bdf8-081b2b72071e.png_396bb337-901a-484c-8a16-23fd1eadc51a.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,82cc765cb9b2555b294cba0db2544f0cbfbcd93e4263ad5e0516e1fe71cc3047
0/0_original_43_original_43.png_8ab4ad52-fa39-43b5-bdf8-081b2b72071e.png_a1f569d8-a7d3-43b1-9956-157ba98f940a.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,7c305888c6244e55de349b03243c54b40fc393707375e43fc4930d0bc4f796c1
0/0_original_43_original_43.png_918f6695-fc3e-48a4-865d-4950caa01a21.png_1b8e0588-c684-47df-a7d7-ea646dbb6b59.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,c3ae23a4e750430163cf1973c992462d3d5ca28a9b316826b005aa046daa6822
0/0_original_43_original_43.png_918f6695-fc3e-48a4-865d-4950caa01a21.png_8c3a7061-2351-4694-9b92-ad440cebee3b.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,1ab6cea081b08a63d2fd7d4d386d569634f8cae281e76b38c79266dc75cdd0df
0/0_original_43_original_43.png_91e6e53c-6bb8-43ae-aef9-3f299e4c2b23.png_84fb7bfe-060a-41b8-b0d7-dbc9392480ad.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,ebd2b0ac94569f07194bf68928e9cde931e9cb6696f87b66c89f5cd815ff3b20
0/0_original_43_original_43.png_91e6e53c-6bb8-43ae-aef9-3f299e4c2b23.png_cfb3516a-3d0e-43b0-b557-3a2cdf3895e3.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,70adb728266f65882d9c466d2534595c0aaa765c4bf8bff7019fb6da9be35a63
0/0_original_43_original_43.png_9b77ab2f-6258-486c-8a67-cf78dc2a91da.png_9f1f1628-e512-46dc-ad59-d648c98bb2a1.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,85cab470b021f8352de03e1a3ea2e70d20a128aa185e0fada988fe2a1327809a
0/0_original_43_original_43.png_9ebf5f50-2def-4cf9-bf94-aeaa43b06938.png_e6a850a6-7939-4623-8374-2983b50488c5.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,00e85978b8aedd36aa588a3e1cd2f0aa8214dab4e0d7d694a23fb3b99a2c2104
0/0_original_43_original_43.png_b85a0c07-f1b6-48dd-996f-64dca62ca571.png_069b6d06-1a22-4f09-b461-687fdba429c8.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,150a9714f1a8583f9a54ffb4521b1103f4f18e0923d26db1bd1fda032e2337c4
0/0_original_43_original_43.png_b85a0c07-f1b6-48dd-996f-64dca62ca571.png_c597641c-70ef-4d8b-b313-86dbeb349548.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,fc7515a46dcbf45b3a91a18afd971cf6d32a7f07dac059dca60e47ff0ae5a90e
0/0_original_43_original_43.png_b8b2d445-da3d-4d9f-af65-1ce072caa282.png_7a45023d-cad6-43ec-9cc6-d1c9e9a06ec9.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,2249b8483016ce722a5d6d9ed723ef77afe637a15652d75f99ca05fc6697244a
0/0_original_43_original_43.png_b8b2d445-da3d-4d9f-af65-1ce072caa282.png_d4ed053c-ca1b-4e2e-9a10-302c45fbd6ff.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,b74e96e07f8d9d0bb3f0bd83c19753967369190093f2c7e2081e7b0d5b3525b5
0/0_original_43_original_43.png_ba8464d2-83a3-4d42-a491-6a5011d9ba4e.png_4c15d8f3-8d33-4bb3-aa21-86bd98ea91c1.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,ec1a3b2a5a38b844715bc6c6f61575d5e700ddcfb03d5bf9c6ea3bb2499f6fe6
0/0_original_43_original_43.png_ba8464d2-83a3-4d42-a491-6a5011d9ba4e.png_a0786b33-f4d9-4cff-b3d7-3ea0d91d9125.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,fde042ac2f0eb2c03995605ed5b0a4c312c5980815cfe84fba08db3e4fd328c0
0/0_original_43_original_43.png_be6fb574-5e0c-4687-a53b-d721b58c8f80.png_3cd840a6-81f5-4047-a4f0-050d34f2b2d4.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,fde042ac2f0eb2c03995605ed5b0a4c312c5980815cfe84fba08db3e4fd328c0
0/0_original_43_original_43.png_c016e17b-222f-440b-978d-f3082df7c3cb.png_2b610af7-8b88-432a-b85d-ff98dcf2779d.png,give_way,train,0,Give way,43,dataset_a_0_template_43,2,fd9b0e038085d5898af0e542104a4d652b9b6f4be538e1ef7e129757733dc3f6
