image_path,class_name,hf_class_name,split,source,source_licence,maps_to_base_class,difference_hash,width,height,file_bytes
COMPULSARY_AHEAD_OR_TURN_RIGHT/08002.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,1e0b5d9b4b4b499b,50,50,2842
COMPULSARY_AHEAD_OR_TURN_RIGHT/08003.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,73cdcc9bcbcbc8f8,50,50,2956
COMPULSARY_AHEAD_OR_TURN_RIGHT/08004.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,90cccc8bcbcac891,50,50,2620
COMPULSARY_AHEAD_OR_TURN_RIGHT/08005.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,f0d89e9b8bcac80b,50,50,3342
COMPULSARY_AHEAD_OR_TURN_RIGHT/08006.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,8f1b1d1b4b4b0b9e,50,50,2722
COMPULSARY_AHEAD_OR_TURN_RIGHT/08007.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,061a1c1b034b1830,50,50,2586
COMPULSARY_AHEAD_OR_TURN_RIGHT/08008.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0f39191e921b1b1f,50,50,3094
COMPULSARY_AHEAD_OR_TURN_RIGHT/08009.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,4e2f494a4a480907,50,50,3324
COMPULSARY_AHEAD_OR_TURN_RIGHT/08011.jpg,,COMPULSARY_AHEAD_OR_TURN_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,cf161add47599b06,50,50,3416
COMPULSARY_KEEP_LEFT/10000.jpg,,COMPULSARY_KEEP_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,e2cc8aa33f9eccf1,50,50,3344
COMPULSARY_KEEP_LEFT/10001.jpg,,COMPULSARY_KEEP_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,3379d2a6ad9e5d33,50,50,3672
COMPULSARY_KEEP_LEFT/10002.jpg,,COMPULSARY_KEEP_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,377353a69e1c1d17,50,50,3116
COMPULSARY_KEEP_LEFT/10003.jpg,,COMPULSARY_KEEP_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,e8f8f2a61d1d2386,50,50,2822
COMPULSARY_KEEP_LEFT/10004.jpg,,COMPULSARY_KEEP_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,b171d2871f9ec4d3,50,50,2720
COMPULSARY_KEEP_LEFT/10005.jpg,,COMPULSARY_KEEP_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,8e71c42b3f9c4d13,50,50,2292
COMPULSARY_KEEP_LEFT/10006.jpg,,COMPULSARY_KEEP_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,adcab1edd99b670d,50,50,3182
COMPULSARY_KEEP_RIGHT/11108.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,133379c8e4e4f2e2,50,50,3160
COMPULSARY_KEEP_RIGHT/11109.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,433370d8ece4f2ea,50,50,3112
COMPULSARY_KEEP_RIGHT/11110.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,3371d8cce4e5714e,50,50,3330
COMPULSARY_KEEP_RIGHT/11111.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,9433f9cce4e57546,50,50,3298
COMPULSARY_KEEP_RIGHT/11112.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,7824144c2464b098,50,50,3608
COMPULSARY_KEEP_RIGHT/11113.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,9e1e9bcfa7a6f896,50,50,3476
COMPULSARY_KEEP_RIGHT/11114.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,8e141a4fa7e7138f,50,50,3474
COMPULSARY_KEEP_RIGHT/11116.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,65b158cea641c424,50,50,3118
COMPULSARY_KEEP_RIGHT/11117.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,5646961f27060f66,50,50,3036
COMPULSARY_KEEP_RIGHT/11118.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,8733594d65212b8d,50,50,3394
COMPULSARY_KEEP_RIGHT/11119.jpg,,COMPULSARY_KEEP_RIGHT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,2733794d6765310f,50,50,3390
COMPULSARY_SOUND_HORN/13001.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,e58e3336068682ca,50,50,2422
COMPULSARY_SOUND_HORN/13002.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,aa863336070ea626,50,50,2660
COMPULSARY_SOUND_HORN/13003.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,1a923b16868f8e48,50,50,2802
COMPULSARY_SOUND_HORN/13004.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,e28e2337864f6323,50,50,2928
COMPULSARY_SOUND_HORN/13005.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0271e8b4d4e8715a,50,50,2836
COMPULSARY_SOUND_HORN/13006.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,32f1ecb4d4e971d2,50,50,2842
COMPULSARY_SOUND_HORN/13007.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0004a2978eaa10aa,50,50,3408
COMPULSARY_SOUND_HORN/13008.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,7ffea19796ed9281,50,50,2904
COMPULSARY_SOUND_HORN/13009.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0086b39786ed13d5,50,50,2796
COMPULSARY_SOUND_HORN/13010.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,00c0b89e87b54a94,50,50,2728
COMPULSARY_SOUND_HORN/13011.jpg,,COMPULSARY_SOUND_HORN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,6704a2bd97ce12ad,50,50,3350
COMPULSARY_TURN_LEFT/14000.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,a3384e57c372339b,50,50,3300
COMPULSARY_TURN_LEFT/14001.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,1d191d8727462717,50,50,3142
COMPULSARY_TURN_LEFT/14002.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0e1b1914d6462797,50,50,3020
COMPULSARY_TURN_LEFT/14003.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,75d9999f93b3c2f0,50,50,2984
COMPULSARY_TURN_LEFT/14004.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,34d89cb697c66433,50,50,2976
COMPULSARY_TURN_LEFT/14005.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,99d89cbf13d2d670,50,50,2724
COMPULSARY_TURN_LEFT/14006.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,1c509cbe96c6f060,50,50,2548
COMPULSARY_TURN_LEFT/14007.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,17599c9e16c66526,50,50,3168
COMPULSARY_TURN_LEFT/14008.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,71f89ebe17a6c4f0,50,50,3134
COMPULSARY_TURN_LEFT/14009.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,71d89c9696d6e471,50,50,3042
COMPULSARY_TURN_LEFT/14011.jpg,,COMPULSARY_TURN_LEFT,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,171b1c1e9646770f,50,50,3382
CROSS_ROAD/18000.jpg,,CROSS_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,33a9c90d32336b97,50,50,3678
CROSS_ROAD/18001.jpg,,CROSS_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,3898888815362bcd,50,50,3696
CROSS_ROAD/18014.jpg,,CROSS_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,12b26a68d6b2aad0,50,50,3308
CYCLE_CROSSING/19000.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,2e53b3696d4401ff,50,50,2532
CYCLE_CROSSING/19001.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,c833b3696ddc4003,50,50,2610
CYCLE_CROSSING/19002.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,ef1233a96d584293,50,50,2662
CYCLE_CROSSING/19003.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0c31b369c9dc4013,50,50,2494
CYCLE_CROSSING/19004.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0832b36969dcccb3,50,50,2668
CYCLE_CROSSING/19005.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,ef1333696d5c50ab,50,50,2634
CYCLE_CROSSING/19006.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,ffd53333695d4403,50,50,2710
CYCLE_CROSSING/19007.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,08b5b36b69544003,50,50,2444
CYCLE_CROSSING/19008.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,2c52b3b96974408b,50,50,2448
CYCLE_CROSSING/19010.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,6d52b3696cdcc001,50,50,2342
CYCLE_CROSSING/19011.jpg,,CYCLE_CROSSING,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0932b369c9d4c033,50,50,2338
DIRECTION/22000.jpg,,DIRECTION,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,096371381d392106,50,50,3132
GAP_IN_MEDIAN/25000.jpg,gap_in_median,GAP_IN_MEDIAN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,5308cc1617333359,50,50,3708
GAP_IN_MEDIAN/25002.jpg,gap_in_median,GAP_IN_MEDIAN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,b3336971d7b3b3d3,50,50,3328
GAP_IN_MEDIAN/25004.jpg,gap_in_median,GAP_IN_MEDIAN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,b9b2726b5d97b6cb,50,50,3022
GAP_IN_MEDIAN/25006.jpg,gap_in_median,GAP_IN_MEDIAN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,b2b26960d692b2d1,50,50,3336
GAP_IN_MEDIAN/25009.jpg,gap_in_median,GAP_IN_MEDIAN,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,484b4c4f1717336d,50,50,3152
GIVE_WAY/26000.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,fe8296d4ed69f3f3,50,50,3254
GIVE_WAY/26001.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,ecba96170d8b7666,50,50,2944
GIVE_WAY/26002.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,9233923b0f4c6830,50,50,2254
GIVE_WAY/26003.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,cc1307070d8e0e4e,50,50,3414
GIVE_WAY/26004.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,cd8393872fcecdcd,50,50,2720
GIVE_WAY/26005.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,c28206042c8ece2d,50,50,3508
GIVE_WAY/26006.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,6c11272313060e0f,50,50,3266
GIVE_WAY/26007.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,4e3b03050f860e6f,50,50,3252
GIVE_WAY/26008.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,3cbb83974feffbdb,50,50,2550
GIVE_WAY/26009.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,010307070fcece86,50,50,3144
GIVE_WAY/26010.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,e08397060da93133,50,50,3784
GIVE_WAY/26012.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,f6a296d44c683010,50,50,2508
GIVE_WAY/26013.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,743a17070f8e0e4e,50,50,2204
GIVE_WAY/26014.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,c80317070f8e070d,50,50,2420
GIVE_WAY/26015.jpg,give_way,GIVE_WAY,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,488316060d0c4c4c,50,50,2354
HORN_PROHIBITED/30000.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,8b8f27233b1e8ec8,50,50,3970
HORN_PROHIBITED/30004.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,8a8e06223a1e8eca,50,50,3870
HORN_PROHIBITED/30005.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,8e8f27233b1f8f4c,50,50,3880
HORN_PROHIBITED/30008.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,1a0e0e222a1f0ed1,50,50,3774
HORN_PROHIBITED/30009.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,4b8c06223b0e8fc9,50,50,3590
HORN_PROHIBITED/30012.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,060e0632321e8c08,50,50,3898
HORN_PROHIBITED/30013.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0e0f8ea2ba9e8cb1,50,50,3554
HORN_PROHIBITED/30016.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0e8f06221a5eccd1,50,50,3546
HORN_PROHIBITED/30017.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,f88cce66339e8cec,50,50,3488
HORN_PROHIBITED/30020.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,9c0e4f63339f8ee4,50,50,3476
HORN_PROHIBITED/30021.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,590c4e26331e4d74,50,50,3330
HORN_PROHIBITED/30024.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,3679cce6920d2b33,50,50,3458
HORN_PROHIBITED/30025.jpg,,HORN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,3368cca2ba0c4963,50,50,3656
HUMP_OR_ROUGH_ROAD/31000.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,a46462c9cc9aaa98,50,50,2746
HUMP_OR_ROUGH_ROAD/31001.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,5a1c8e0f0f1b2b05,50,50,2936
HUMP_OR_ROUGH_ROAD/31002.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,4f8d8e0f172b2b56,50,50,3736
HUMP_OR_ROUGH_ROAD/31003.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,cce64e0f1faa2b96,50,50,2808
HUMP_OR_ROUGH_ROAD/31004.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,4a9d8e0b0f0b2a8d,50,50,2660
HUMP_OR_ROUGH_ROAD/31005.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,ca1f9e2f0f173307,50,50,2280
HUMP_OR_ROUGH_ROAD/31006.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,bcb47cecccccba9e,50,50,2602
HUMP_OR_ROUGH_ROAD/31007.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,4d4d8e0f0f1b3b4d,50,50,3194
HUMP_OR_ROUGH_ROAD/31008.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,894d8e0f1f3f3b7f,50,50,3110
HUMP_OR_ROUGH_ROAD/31009.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,3919c90d152e2a16,50,50,3034
HUMP_OR_ROUGH_ROAD/31011.jpg,road_hump,HUMP_OR_ROUGH_ROAD,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,8fcdce0f0f9b335d,50,50,2520
LEFT_HAND_CURVE/33000.jpg,left_curve_ahead,LEFT_HAND_CURVE,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,b433624a22280d03,50,50,3436
LEFT_HAND_CURVE/33004.jpg,left_curve_ahead,LEFT_HAND_CURVE,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,74a687131b1d2509,50,50,3822
LEFT_HAND_CURVE/33008.jpg,left_curve_ahead,LEFT_HAND_CURVE,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),yes,c8888b951c0d2f96,50,50,3986
LEFT_REVERSE_BEND/34000.jpg,,LEFT_REVERSE_BEND,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,a9f3f26c775a9bb3,50,50,3294
LEFT_REVERSE_BEND/34004.jpg,,LEFT_REVERSE_BEND,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,0c4d8e0f171b0b4d,50,50,3054
LEFT_TURN_PROHIBITED/35000.jpg,,LEFT_TURN_PROHIBITED,train,huggingface_kannanwisen_indian_traffic_sign_classification,CC-BY-4.0 (declared; no author or source named upstream),no,b0ece4b29ad8cc96,50,50,3084
